D,p,dKthr,A
2.5731677e-09,1.2349025,6.786753,74.44224
2.1642346e-09,1.1691022,8.051121,72.14917
1.4322834e-09,1.2425824,7.1227994,74.95311
2.146575e-09,1.1795431,8.00521,73.900986
1.8503814e-09,1.1054604,7.8884087,72.96859
1.9396307e-09,1.197282,6.8436136,73.4924
1.460851e-09,1.22521,6.5260615,74.82938
2.8600848e-09,1.178603,7.6913233,74.230545
1.8093147e-09,1.2447884,7.791481,73.152405
2.1333968e-09,1.2077142,7.6882105,78.0785
2.0171962e-09,1.2111146,6.546056,72.01522
2.8683855e-09,1.1806539,7.575774,73.480804
1.2395172e-09,1.1654705,7.163993,74.957535
2.5158244e-09,1.0926183,7.4345217,75.98343
3.001757e-09,1.2690812,6.4573846,75.36616
3.2190517e-09,1.2435656,7.3805304,72.27324
1.3399754e-09,1.2450614,7.071173,76.013664
2.7335327e-09,1.083016,7.29283,75.34613
2.031311e-09,1.1992645,7.693648,72.66833
1.7703781e-09,1.081909,6.3542333,71.55687
2.0710935e-09,1.1585683,7.890734,74.516045
4.75143e-09,1.2964889,6.978282,76.04334
3.3228267e-09,1.1675168,6.9332166,77.42436
7.8714285e-10,1.2220836,7.63413,75.737915
1.4473635e-09,1.1273081,7.2858653,73.17745
1.3684144e-09,1.1853731,7.3416657,73.26399
3.676333e-09,1.2719572,7.163743,73.18137
1.0426289e-09,1.1791335,7.939547,74.73107
2.4232851e-09,1.27325,7.449285,75.19386
2.6816382e-09,1.197629,6.65879,73.48768
1.2687559e-09,1.3035573,7.233334,74.64739
2.0370579e-09,1.1741127,7.649798,75.58163
1.7311723e-09,1.1746032,7.5264745,76.47138
1.5345646e-09,1.1665586,6.5759273,71.78862
1.872057e-09,1.2697456,7.1175594,76.12915
2.940263e-09,1.1777401,8.207716,71.10739
2.0229305e-09,1.2413772,8.042096,69.29739
6.5846356e-10,1.2240995,7.7798214,71.84153
1.961533e-09,1.1553614,6.390938,75.40726
1.2911725e-09,1.2149483,6.6133056,76.47678
2.6397062e-09,1.1952506,7.7927556,73.64848
1.0636595e-09,1.2283758,6.9418254,72.23826
2.7027043e-09,1.195786,7.20972,71.656456
4.458348e-09,1.1411794,6.9353166,72.68118
1.1038682e-09,1.1965977,6.923402,75.14316
1.067287e-09,1.229823,7.43507,74.67319
2.848336e-09,1.2506828,6.157243,75.7619
4.0174055e-09,1.3507516,6.3149543,77.26747
1.5709398e-09,1.2534071,8.116019,72.64101
1.2414283e-09,1.111426,8.392574,74.75448
2.2290745e-09,1.232006,7.223929,75.68899
1.8353102e-09,1.254067,7.1635175,76.35931
2.1331186e-09,1.1026073,7.609547,78.73167
1.6020556e-09,1.1677501,6.7745514,71.99552
1.9897293e-09,1.214134,6.6593943,75.69163
2.6677034e-09,1.1910739,7.2086725,74.13889
1.4414667e-09,1.2001306,7.239407,74.52866
1.55475e-09,1.2575667,7.98981,71.12989
1.5017113e-09,1.1719993,7.3095675,70.22429
1.459206e-09,1.261943,6.8481984,74.02455
1.1250101e-09,1.2268696,7.0407743,73.94171
1.3317903e-09,1.1543779,7.1944213,75.3484
2.5003213e-09,1.1255205,6.6689596,73.86218
2.388706e-09,1.1542197,6.1383247,75.58865
1.3380054e-09,1.2207698,7.11463,78.22473
2.197947e-09,1.2118798,7.6438975,75.37395
1.5224076e-09,1.2131717,6.941572,78.28146
2.8712352e-09,1.2460045,7.3198175,74.659355
1.1720793e-09,1.2347823,7.2153015,75.15625
1.8230899e-09,1.1529449,7.8788896,71.29381
1.4771048e-09,1.2012388,7.476674,75.20165
1.4786947e-09,1.2583356,7.062669,72.70335
2.3782727e-09,1.2733735,6.7474527,72.40741
1.5230766e-09,1.2053865,7.313682,77.381195
3.094692e-09,1.2194909,7.820132,73.91041
1.6290859e-09,1.1898179,7.094662,75.197876
3.3716043e-09,1.1792037,7.1729946,73.551186
1.58159e-09,1.1664308,7.4269958,73.31338
4.8492623e-09,1.2777865,6.172652,74.38739
2.2475626e-09,1.1632956,7.7925982,79.660324
2.341031e-09,1.2077962,7.6313305,70.97881
2.9169513e-09,1.2231457,7.321135,73.91789
1.8316115e-09,1.2896223,7.255606,72.84256
1.9285524e-09,1.2489723,7.559399,70.56401
9.1464836e-10,1.1792743,7.4999743,76.8662
1.5147648e-09,1.2281067,7.0400276,74.580666
2.5119964e-09,1.17604,7.485372,73.446014
2.3938418e-09,1.2485061,6.9524536,76.22021
2.320153e-09,1.2123553,6.796405,69.228035
1.6551074e-09,1.2537731,7.049608,71.10416
1.661733e-09,1.110727,6.24386,73.59022
3.2913314e-09,1.2380656,7.5847898,79.32261
1.0451721e-09,1.3014886,6.9414797,71.640366
3.1822955e-09,1.1851078,7.085883,75.20602
4.1497685e-09,1.1588107,7.732773,75.03579
2.7775415e-09,1.18503,7.7299914,74.15865
1.734443e-09,1.2349844,6.9839153,75.786095
2.2210114e-09,1.192258,6.9678,72.23757
1.6208577e-09,1.1858871,7.1152506,79.904854
2.2810325e-09,1.1904446,6.5239167,73.763916
2.0150404e-09,1.2616522,8.07964,75.26318
1.3879444e-09,1.2131791,7.932926,70.30551
1.4594569e-09,1.2818673,7.4310265,71.666534
2.3990456e-09,1.164467,7.3086343,75.63567
2.126985e-09,1.2698705,7.2615914,74.850174
1.9595163e-09,1.2814839,7.3317585,74.09229
1.7330184e-09,1.1963719,7.256196,72.06491
1.8677944e-09,1.1510078,6.537374,70.02145
2.8420148e-09,1.195458,7.0140314,73.11981
2.8992153e-09,1.2511637,7.369749,76.331505
9.333952e-10,1.1908596,6.9907336,74.28026
2.852001e-09,1.2889107,7.122035,74.596985
2.8573939e-09,1.189407,7.2950835,70.68397
2.856794e-09,1.2472161,7.802993,75.01997
1.2021495e-09,1.1751132,6.8359733,72.15038
1.0121646e-09,1.2092233,7.5603666,73.76231
4.1394412e-09,1.1961532,6.256385,70.703156
9.71733e-10,1.2310581,6.766967,77.3875
1.3364501e-09,1.1882194,6.8344135,73.71401
1.4358998e-09,1.1481624,6.084314,75.71099
2.0502835e-09,1.2195612,7.2848763,74.71504
1.3263513e-09,1.166115,7.3941455,75.5767
1.9557367e-09,1.1450931,7.827189,73.74939
1.6541117e-09,1.1718953,6.484977,74.8314
1.9403068e-09,1.2770517,7.6781325,76.01981
1.1616809e-09,1.1758184,7.236816,75.47946
5.836225e-09,1.1927235,7.310462,76.163284
1.6491375e-09,1.2231028,6.9687166,73.89575
2.2340205e-09,1.1824089,7.5178003,72.550606
2.4779472e-09,1.2068588,7.040347,74.177246
3.5193728e-09,1.1427574,7.617641,73.56386
1.5300528e-09,1.1831342,7.237516,71.5971
2.1166717e-09,1.1758336,7.1680126,72.71823
1.7616505e-09,1.2154201,7.063037,73.74612
1.6235311e-09,1.1514987,6.9643116,73.136185
2.0070816e-09,1.1980435,6.831756,75.759895
2.2487547e-09,1.2545403,7.6622424,72.95248
1.4701693e-09,1.2655306,7.0967674,71.654274
1.7606421e-09,1.1769522,7.573542,77.905174
1.8928463e-09,1.1485422,7.267228,71.2622
1.6406885e-09,1.1742969,8.140896,72.51832
2.8269165e-09,1.2164533,7.338646,73.30463
2.9133056e-09,1.2773428,7.05209,74.67914
2.522189e-09,1.2220595,7.532073,74.80204
1.4079361e-09,1.2860721,7.6850395,74.52269
1.0661625e-09,1.2204036,6.4666657,74.22987
2.7049978e-09,1.1406468,6.937783,73.474884
2.896593e-09,1.1457086,6.8295197,75.410805
2.7537088e-09,1.2296154,7.8463693,75.36177
2.274491e-09,1.21687,6.755041,76.764305
1.8665347e-09,1.2482518,6.4801035,74.76072
2.5709561e-09,1.2635838,6.3586335,70.7491
2.0766557e-09,1.1444296,7.2747464,72.380486
1.996856e-09,1.1870037,6.3019137,74.23223
1.1481045e-09,1.3035129,7.731927,71.60678
3.8415875e-09,1.1947446,7.15886,75.743805
2.8278206e-09,1.2029546,7.7409577,72.77544
4.0256722e-09,1.1448207,6.513023,72.390434
4.0306243e-09,1.2900892,7.1652627,73.24612
2.5722309e-09,1.1227738,7.111114,78.31309
2.2914866e-09,1.1730051,6.2609205,72.59512
2.0813575e-09,1.182603,6.587101,74.25373
3.36305e-09,1.1291133,7.0311966,75.69701
1.4511238e-09,1.3224114,8.232212,73.473495
2.4582816e-09,1.2117409,7.3213177,73.25297
2.1121647e-09,1.2100484,6.784657,77.05668
2.4418656e-09,1.1836389,7.2833357,74.949844
1.5914721e-09,1.2596425,7.923822,75.46533
1.3902413e-09,1.1172576,6.7799835,71.2989
1.961179e-09,1.1458852,7.302533,74.675064
1.3422692e-09,1.1739962,8.029268,76.837814
1.6053089e-09,1.2377021,7.135003,76.331154
4.3255324e-09,1.0755644,7.2656016,77.28999
3.5515293e-09,1.224197,6.904735,74.7401
2.9659117e-09,1.1673303,7.214236,76.71767
1.3390489e-09,1.194021,7.5168595,67.95286
2.176465e-09,1.1706518,7.132003,78.21705
1.6780366e-09,1.169269,6.0981345,70.77087
1.5250302e-09,1.1477423,6.8956003,74.56558
1.9288784e-09,1.2329848,7.0244074,76.64765
1.0565823e-09,1.2580405,7.4148273,71.91139
2.938812e-09,1.1911877,7.430287,77.331474
1.1758989e-09,1.1631409,7.6092024,73.00753
2.7993454e-09,1.1955423,6.7040668,71.704414
3.619645e-09,1.1492771,7.198744,75.740395
1.6910187e-09,1.1974818,7.3234134,71.67929
2.4055986e-09,1.2587675,7.8824925,74.247086
3.8205075e-09,1.1946461,7.6149535,71.45252
1.5583488e-09,1.1576235,6.53575,69.92241
2.7048466e-09,1.2468959,7.447036,72.24424
1.4843772e-09,1.2314631,6.730702,76.92566
1.2909519e-09,1.175677,7.1150517,72.11343
1.5938602e-09,1.2577646,7.429826,75.20626
1.3027968e-09,1.0923045,7.0884686,70.41842
1.0058682e-09,1.1905453,7.5301533,74.04143
1.1080907e-09,1.2254604,7.4904866,73.30076
3.256659e-09,1.1990196,6.433089,72.42024
1.7437924e-09,1.2039376,7.482971,75.44372
1.5755849e-09,1.214212,8.103756,72.9652
1.6043565e-09,1.2391703,7.128369,77.52301
1.4013473e-09,1.1609662,7.493836,73.64275
1.353402e-09,1.1517892,7.402044,73.32427
2.6413893e-09,1.267268,8.090088,76.14061
1.2883485e-09,1.1699436,6.9087524,73.37813
2.074957e-09,1.2524059,7.2709975,74.535706
2.4716083e-09,1.1905049,6.0485806,71.81505
1.72596e-09,1.1202081,7.733614,72.69046
2.049649e-09,1.2306212,7.863898,72.876526
2.5253808e-09,1.1889913,7.450111,71.82047
9.740111e-10,1.1976398,7.607651,75.61289
1.8253181e-09,1.303856,7.620307,70.69351
1.7882941e-09,1.3234501,6.7126446,72.633156
2.502848e-09,1.2392879,7.597848,76.02466
1.7884214e-09,1.2284827,7.084653,77.024445
7.6831425e-10,1.243774,6.3128896,79.38271
2.3311277e-09,1.1367983,6.954173,72.83113
2.7518738e-09,1.2862839,7.4447527,71.094345
2.3191922e-09,1.2192388,7.280074,74.629364
1.0929938e-09,1.2877033,6.151634,75.36802
2.3294513e-09,1.21503,6.8861375,73.68405
1.9361777e-09,1.1659738,7.9407144,75.4938
1.6703948e-09,1.2363695,7.4450135,75.10951
1.7065994e-09,1.2411146,6.6604695,73.016975
1.8020228e-09,1.1745223,7.376989,74.02208
9.945658e-10,1.2268937,8.093359,74.86844
2.3056699e-09,1.2030051,6.980133,71.7596
1.6147358e-09,1.1614878,6.719703,74.09868
2.1858715e-09,1.2924769,7.5260916,79.34275
2.5079487e-09,1.1556547,7.637115,73.4902
3.809429e-09,1.1956451,7.2206907,72.21004
3.0830551e-09,1.2658887,6.7820845,74.14057
1.6370341e-09,1.1657571,8.270956,75.33666
2.1522548e-09,1.2950053,6.925542,74.53676
2.5128866e-09,1.2510513,7.9375668,73.285034
3.1880578e-09,1.2904661,7.7638035,74.64843
2.3049747e-09,1.2545674,7.567809,74.314064
2.9649208e-09,1.1844882,7.1094384,77.32843
1.890012e-09,1.1935294,7.723318,77.10567
2.5574862e-09,1.106085,6.9131355,74.35268
2.306641e-09,1.182547,7.49985,75.34232
1.6724071e-09,1.2123339,8.662111,74.1183
2.5404734e-09,1.1462762,7.0312757,77.55055
1.6504136e-09,1.2468191,7.647062,75.363205
1.4972622e-09,1.2759899,7.33266,71.75402
1.983402e-09,1.1328307,7.483301,76.00825
2.5200915e-09,1.1729174,7.142587,75.720726
2.0610098e-09,1.23273,7.587166,75.96795
2.6354152e-09,1.2445822,6.823695,73.38266
2.7652711e-09,1.2013571,6.875689,73.50714
2.5413471e-09,1.2783551,7.7661304,72.93815
1.4148575e-09,1.1642183,7.770502,77.548904
3.3166356e-09,1.2165831,6.6764297,71.72956
1.5494797e-09,1.246233,6.5945306,75.70172
1.3063507e-09,1.1605586,6.72813,76.09811
2.5420526e-09,1.3548652,7.697287,75.22121
2.0477509e-09,1.2213565,6.280346,73.26227
1.4882654e-09,1.2178199,7.098553,76.32185
3.7849044e-09,1.0746607,7.1795063,74.135445
1.1098266e-09,1.207409,7.455514,75.44012
1.3137349e-09,1.1313993,7.9581194,76.65994
3.242447e-09,1.2763827,6.811969,73.36023
1.779299e-09,1.2051774,6.866132,72.97698
1.5661347e-09,1.1960558,7.2468457,74.6377
1.5986369e-09,1.1750499,7.370721,73.939804
1.2734342e-09,1.2465142,7.642885,77.462944
1.7558738e-09,1.2153666,7.1809244,74.72002
2.0419113e-09,1.2125219,7.4155064,79.500786
2.4268643e-09,1.2237583,7.453369,76.137184
2.1668378e-09,1.25166,7.950628,79.14742
3.0392928e-09,1.1593733,6.950403,73.20764
3.0140472e-09,1.1972454,7.445493,70.67696
2.499614e-09,1.1775904,6.8145547,73.79913
7.042885e-10,1.3054711,7.9024324,71.59835
1.9977568e-09,1.2383653,7.79238,72.360794
1.6660073e-09,1.2460757,7.0217066,71.90952
1.9273025e-09,1.224982,6.97967,77.544266
1.525177e-09,1.1318403,6.7386765,72.88254
1.9066493e-09,1.2232189,7.4768715,77.20384
3.0514493e-09,1.1608863,8.327148,74.218025
2.193431e-09,1.2058425,7.150031,74.70483
2.4349789e-09,1.1324584,6.9281683,75.65911
2.2138262e-09,1.1264597,6.91503,75.945984
2.7614455e-09,1.2684453,7.364655,76.11241
1.8386909e-09,1.2033901,7.5420637,71.44351
1.8406058e-09,1.210815,7.2537827,71.97167
4.056388e-09,1.2527051,7.513944,72.233116
1.2896629e-09,1.1705347,6.692443,73.327354
2.154702e-09,1.3076397,7.1626396,76.89301
1.6438837e-09,1.124622,7.273225,71.38377
1.4810622e-09,1.1690844,6.409573,75.02583
2.9219251e-09,1.1847286,6.6600137,76.13956
1.421267e-09,1.2956532,7.1050987,75.003296
1.7854176e-09,1.0761184,7.0721817,72.769325
1.3546113e-09,1.1642702,7.2793536,71.80176
1.8117048e-09,1.1979989,7.980604,75.26531
3.4337366e-09,1.1787618,8.174248,74.42264
2.2573878e-09,1.1640223,6.3540487,71.937225
1.3734126e-09,1.1371263,7.455319,73.00942
3.8643893e-09,1.2180856,7.3323097,73.98258
3.2491223e-09,1.1463603,6.979473,72.23031
1.5851619e-09,1.2626075,8.0116,75.9587
3.1236045e-09,1.2373302,7.388954,73.42111
1.9946242e-09,1.1185484,7.38926,75.51285
1.6967342e-09,1.1795826,7.681546,73.15395
1.2109145e-09,1.2199731,6.73972,77.2173
3.7199768e-09,1.2164284,7.539795,76.69827
1.986997e-09,1.226296,7.4685264,75.27068
2.6408467e-09,1.1614348,8.284948,73.88501
2.2389794e-09,1.1819637,7.366952,70.69495
2.3364053e-09,1.2189491,6.879385,74.863205
1.5043368e-09,1.2590616,7.51426,73.99276
1.1291812e-09,1.1956604,6.766423,75.45817
1.351373e-09,1.2116911,8.054024,70.63795
2.4820317e-09,1.1689003,7.265016,74.523735
1.6316554e-09,1.2944607,6.9629908,74.66378
1.0127974e-09,1.1186513,6.7539587,73.82697
1.8111848e-09,1.2538376,7.7999754,73.70934
1.8305015e-09,1.20138,6.7868257,74.395325
1.2855034e-09,1.1409982,7.110053,75.06977
1.423134e-09,1.2385821,7.423456,74.07515
1.0361384e-09,1.1065133,7.3713727,72.93453
1.6569686e-09,1.2375201,7.3171015,73.600204
9.822158e-10,1.1910427,6.2001896,74.28573
9.526812e-10,1.1232605,6.992456,73.017166
1.4146213e-09,1.1375669,7.4498925,75.5286
2.447772e-09,1.1500126,7.3718543,73.478004
1.7330973e-09,1.2261057,6.8353047,74.67201
1.5315001e-09,1.1875914,6.8424172,72.77399
1.2349686e-09,1.3141267,6.865621,73.923515
1.5792775e-09,1.212864,7.1409,74.95412
1.6719917e-09,1.2331487,7.960414,72.974785
2.33665e-09,1.1639886,6.4436216,75.72443
3.2838416e-09,1.3014656,6.9779854,74.01427
1.7656205e-09,1.1378248,8.062655,72.97371
2.3511586e-09,1.3274047,7.0203705,71.72312
2.3913507e-09,1.2560436,7.136319,74.44657
3.680097e-09,1.132065,7.8693943,71.69581
1.3419462e-09,1.1817242,7.5138583,75.80402
1.2861874e-09,1.1819177,6.35692,74.3297
1.1677889e-09,1.1539303,6.6449413,74.67384
1.7211543e-09,1.1896152,7.658159,72.67475
2.8332534e-09,1.2317628,7.559683,75.95275
7.8371054e-10,1.1511718,7.8430896,71.59887
1.913941e-09,1.2290286,7.329404,73.285805
1.2198929e-09,1.2050406,7.9758315,73.74332
3.2552068e-09,1.1936951,7.2918277,74.86277
2.183414e-09,1.204619,6.7168794,74.09545
2.7568217e-09,1.1893326,6.755671,72.42288
7.6249335e-10,1.0892687,7.0017557,73.44481
3.557911e-09,1.1689473,6.7434583,77.0817
1.8183371e-09,1.2508302,6.539445,70.70999
2.7579585e-09,1.1984552,7.368952,70.409004
2.248413e-09,1.2063164,6.906544,73.693245
1.5658371e-09,1.1999127,7.66803,72.73616
2.321486e-09,1.1425716,7.6823688,73.99577
4.3616426e-09,1.2397863,7.48007,77.35365
2.6767688e-09,1.2330395,7.755483,79.07553
1.7600547e-09,1.1707953,7.447631,73.68757
3.4943959e-09,1.213476,8.253947,72.710556
3.116552e-09,1.2250732,6.7443967,73.21345
1.955171e-09,1.1573375,7.6186204,73.75706
1.8883486e-09,1.1810867,8.626834,74.63302
2.4971816e-09,1.1818106,7.684315,78.66373
1.3241758e-09,1.209063,7.150232,78.31183
2.6066742e-09,1.127343,7.2547846,71.85902
1.4485385e-09,1.1450531,7.2314634,75.661255
2.4393831e-09,1.2118987,7.3647704,75.14891
2.9327332e-09,1.158073,6.570649,72.163086
1.3198092e-09,1.2010179,7.22117,76.98179
1.8066266e-09,1.2208219,7.799687,74.481026
1.0734832e-09,1.1623898,7.311626,76.85189
2.9248812e-09,1.1620027,6.6437845,77.62816
1.614921e-09,1.1464354,7.32819,76.609375
1.6583867e-09,1.177443,6.748752,74.84343
2.036075e-09,1.0878714,7.533128,76.436554
1.4613446e-09,1.2114483,7.3681173,73.637535
1.3511795e-09,1.2535074,7.1245737,76.79273
1.4697703e-09,1.2613807,6.744058,72.00302
2.7111036e-09,1.1390874,7.627139,74.45151
2.1894915e-09,1.2023673,7.103777,75.12089
2.090332e-09,1.3004647,6.046117,72.893654
1.6628648e-09,1.2189938,6.5170574,71.56621
2.986387e-09,1.1889377,6.815369,75.47245
3.215238e-09,1.1423855,8.064439,79.29406
3.1315024e-09,1.2669393,6.4258957,71.939445
1.4390187e-09,1.1558174,7.0213513,70.431046
3.2242544e-09,1.1553674,7.2549896,73.750885
1.3354202e-09,1.1402545,6.9227138,75.448326
1.8829478e-09,1.1913514,7.4619713,72.29255
2.1988804e-09,1.2107776,7.8165946,74.87399
2.913836e-09,1.2255669,7.0056767,74.14664
1.4581129e-09,1.2776892,7.471175,75.575615
1.6419293e-09,1.2588733,7.43484,76.54304
1.3045193e-09,1.1662089,7.780921,75.33029
3.0331109e-09,1.1905946,7.6478634,73.68732
1.6270353e-09,1.1722702,6.696817,72.17169
2.6359368e-09,1.1585929,7.484097,76.51996
1.5969249e-09,1.1773663,6.2318583,77.94728
1.5504189e-09,1.3050159,7.2427044,75.91825
1.7097423e-09,1.1968541,7.845573,71.60076
2.2144577e-09,1.1947342,7.2691126,74.650734
1.780062e-09,1.1395359,7.848267,76.51043
1.1420083e-09,1.1323277,7.099326,74.99034
2.636325e-09,1.1940033,6.46795,74.8673
3.0009013e-09,1.1078488,6.4016805,72.0991
1.4373134e-09,1.2643045,7.347479,73.64646
1.9759068e-09,1.1711073,7.020043,75.53714
1.4525233e-09,1.2361531,6.424101,73.53919
2.8220117e-09,1.2532314,6.852577,76.11531
2.466479e-09,1.2435423,6.293206,75.10021
2.168025e-09,1.2098786,6.54007,74.83931
2.3636073e-09,1.180406,7.7202764,75.70383
1.8278203e-09,1.1794727,7.239269,76.12845
1.9591635e-09,1.1648835,7.2278857,72.487724
2.3447366e-09,1.2207924,6.7395363,74.184814
2.1816087e-09,1.3308297,6.735943,73.21651
1.4417653e-09,1.1873116,6.7577043,73.522865
1.5129362e-09,1.2300483,6.9215264,76.80572
2.2901576e-09,1.1501008,7.3351593,74.09646
1.1437497e-09,1.2363338,7.255523,73.15906
2.5976532e-09,1.2789261,7.712056,76.37334
1.5289937e-09,1.2644929,6.935272,76.079544
1.542672e-09,1.2436541,6.7126083,71.06453
2.7038287e-09,1.133381,6.7252045,75.10733
3.0842577e-09,1.1729589,6.9883437,73.735916
1.8681277e-09,1.2444824,6.6129727,75.77894
2.3533497e-09,1.2100985,8.0363245,74.29431
1.8802195e-09,1.2788407,6.191185,75.254585
8.114353e-10,1.2306634,7.2408743,71.989136
3.0025653e-09,1.2342248,7.6316156,74.44682
2.8695497e-09,1.200192,7.491621,77.31853
1.5413505e-09,1.2276683,7.171437,72.28029
2.599299e-09,1.2632263,6.897794,71.74717
3.7627736e-09,1.2714232,7.110864,77.12487
8.661725e-10,1.222789,7.7586236,76.78156
3.7391863e-09,1.2492331,7.6072197,72.145744
2.4210745e-09,1.3002331,7.0708337,73.86385
2.9358225e-09,1.2440909,7.1788783,72.94189
2.9484293e-09,1.19444,6.5698867,75.23757
1.9925375e-09,1.2270972,7.5401244,73.408745
2.5484737e-09,1.2308143,6.8402133,72.45894
2.2482927e-09,1.2147042,7.2963085,71.20745
2.6101794e-09,1.1880951,7.2845864,71.750084
1.915948e-09,1.2561474,7.241157,75.51924
1.4348593e-09,1.2764453,7.023592,73.78056
2.1248745e-09,1.1944872,7.706955,78.03626
2.1621915e-09,1.272107,7.756397,72.47662
1.9186186e-09,1.3477014,7.4684644,74.70106
1.7217614e-09,1.203424,7.8991656,75.54199
1.7243136e-09,1.2589865,7.254843,75.93028
3.2389635e-09,1.2466346,6.581862,76.301674
2.5268816e-09,1.2013396,6.750282,77.17041
2.2197515e-09,1.1638697,8.027578,74.45623
1.8028748e-09,1.3212374,6.4286566,70.83524
2.5824232e-09,1.1014785,7.0156846,78.06055
1.975212e-09,1.1501287,7.0679727,77.57972
1.6769311e-09,1.2316574,7.509388,75.53128
1.8587067e-09,1.1576719,7.5228024,73.72988
1.3610276e-09,1.159885,6.9582286,71.83577
1.412314e-09,1.2398939,6.519505,75.24282
3.3928276e-09,1.1590517,6.4378386,70.11363
7.4983475e-10,1.1756309,7.716591,74.69988
4.1780805e-09,1.2278726,5.909213,77.302
1.4499011e-09,1.1804396,8.015171,75.02938
1.0945042e-09,1.1521612,7.6648135,74.84161
2.1881548e-09,1.1649188,7.0896716,75.94406
3.5729772e-09,1.1516052,6.911484,77.38357
4.565856e-09,1.2623894,7.8125362,72.93969
1.9196105e-09,1.2128098,7.0719843,69.450836
2.1071267e-09,1.1800061,7.107126,73.81627
1.0573438e-09,1.1953809,6.4271803,74.019875
2.6384757e-09,1.2157798,7.3420415,77.11093
1.912401e-09,1.1844357,7.3984103,69.970406
2.5973654e-09,1.2438799,6.8694305,75.518295
2.5738265e-09,1.1779164,7.6231575,74.56862
1.6305864e-09,1.1904836,6.99981,71.72445
2.2438014e-09,1.1738179,6.969557,73.022964
1.3468434e-09,1.1922626,6.3354125,76.76596
3.5160643e-09,1.2766517,8.439242,76.162315
2.8246672e-09,1.2181214,6.489753,73.283905
3.0333263e-09,1.2302037,7.643075,77.13419
4.383431e-09,1.3447132,6.7562933,72.109764
1.8163989e-09,1.2127379,7.4146194,74.627914
2.0721016e-09,1.2115178,6.9278264,73.92815
3.953916e-09,1.1453264,7.417697,74.68564
2.4793037e-09,1.2094995,7.425221,75.544136
2.7034495e-09,1.1665032,7.497168,73.963165
1.7454224e-09,1.1809307,6.9331894,72.083595
2.1945843e-09,1.1498518,7.8494186,74.16652
1.5327745e-09,1.2389815,7.2127714,74.20848
2.5336067e-09,1.2469605,7.1081495,75.75858
2.0473532e-09,1.1676496,6.6253533,75.62346
2.1048348e-09,1.2394853,7.425729,74.061066
1.3947763e-09,1.2771825,7.442732,75.99726
1.1961179e-09,1.2231579,7.25594,75.1041
1.488823e-09,1.1178876,6.7816534,73.309975
1.3504458e-09,1.2385014,7.733162,71.99654
1.7723112e-09,1.2594733,7.369533,70.52856
3.2268548e-09,1.2145094,7.6967025,72.395905
1.862838e-09,1.2566274,7.1049895,75.37054
1.9013782e-09,1.1467408,6.6326194,69.24753
2.0460749e-09,1.154841,7.0834064,71.04783
1.7160033e-09,1.1978427,6.830842,71.11646
1.7422236e-09,1.2091628,7.424492,71.53123
2.7497724e-09,1.185413,7.344125,73.44774
2.1467361e-09,1.1587943,6.813538,74.301926
1.9765285e-09,1.1466457,6.4841156,73.20682
1.5824466e-09,1.1079581,6.1673827,74.11178
2.240199e-09,1.1920307,7.0307155,75.09668
1.24658e-09,1.2195861,7.5858335,71.91387
2.147087e-09,1.175958,7.229559,72.85131
1.3881137e-09,1.1997945,7.0525556,74.00315
2.0940587e-09,1.1628494,6.9718013,79.58236
1.0471898e-09,1.144456,7.139822,75.56147
2.9254124e-09,1.1531805,8.249736,76.25758
2.4423479e-09,1.2469102,7.71487,75.1981
2.0299225e-09,1.3254662,7.82166,73.98939
3.012701e-09,1.3188787,7.9367166,72.22294
2.1164157e-09,1.1617596,7.5656962,75.49776
2.5885418e-09,1.188783,7.3918877,76.276344
1.9909148e-09,1.1601228,7.4129004,73.71437
2.4151232e-09,1.2085203,6.233838,76.62345
2.8576026e-09,1.2131126,8.602067,74.96061
2.5327158e-09,1.2880453,7.549758,72.56018
2.197072e-09,1.3029655,7.5408444,73.23055
2.7130125e-09,1.1695198,7.0234942,70.60543
1.1279385e-09,1.1666099,7.3222227,77.78468
2.1176576e-09,1.2659721,6.4648366,73.564445
2.5525488e-09,1.1217113,6.9156566,73.97823
7.456402e-10,1.19607,7.14488,75.877304
2.2327484e-09,1.2441796,7.968751,70.61137
1.3207734e-09,1.2071551,7.271815,73.499664
2.3425215e-09,1.2408975,6.078602,74.22549
3.5454704e-09,1.154682,7.594178,77.61753
1.5481374e-09,1.2366978,7.239538,68.3804
2.2041982e-09,1.1868541,7.8624096,73.74796
2.0804145e-09,1.1927537,7.7124405,74.083984
2.2222948e-09,1.0489051,7.702943,72.86127
1.699867e-09,1.1596414,7.3991246,73.45468
1.5820465e-09,1.135142,7.468647,74.346855
1.2694801e-09,1.0850899,6.531118,76.26513
2.1557631e-09,1.1821522,7.2577066,73.154434
1.5296581e-09,1.1943046,6.61474,73.93147
3.128176e-09,1.2329437,7.3021317,71.02196
1.7472416e-09,1.1686239,7.861577,74.01418
1.5484777e-09,1.2401317,6.9163995,72.74989
8.7001606e-10,1.2095907,7.0832047,71.11726
1.9813107e-09,1.1889553,7.6422553,72.520775
1.5330169e-09,1.1509433,7.4720078,73.655334
1.2985998e-09,1.222753,7.0876136,78.41072
2.0291082e-09,1.2114952,7.0223846,74.06601
1.1416272e-09,1.1576868,7.1326375,72.71728
2.6829796e-09,1.216524,7.2609005,72.16176
2.2476583e-09,1.1881179,5.8197346,75.304276
2.8371507e-09,1.1985672,5.961561,73.13439
